scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
-0.2893872703137009,-0.028313302552896533,1.31673717420472,-0.031374380887262,-1.08921060239085,-0.557647880605859,2.03061171001426,3.26788131818161,-0.535909444119763,0.808429190539696,-0.0526427658554783,0.0014701316488897,-0.0286188156855209,0.0736280948033025,0.0411618118147631,0.425344272141852,1.24518972837785,0.640276505280175,-0.910256959954306,-0.0688394718175556,0.2554880537239,0.0155469965901396,-0.313725537717839,-1.06857020427538,0.104404771667014,0.992090309028255,0.369651511130919,0.110447138653139,-0.0281716930350857,0.0117161654592343,0
-0.30741284147278697,0.7446281088828581,-2.21921860215056,0.727831411106392,-5.45822994652182,5.92484984705884,3.93246382376344,-3.0859842366267,-1.67786998770016,0.865074610405235,-3.17726028894586,-3.41920738405664,3.69317394224412,-3.97843975507806,-1.71859087457346,-8.63629739365259,-0.242964821455265,1.17488417316765,2.13460635695284,2.59436483300614,-1.25758897993879,0.96477180373471,0.41747174595057,-0.817343384056975,-0.0287524020141088,0.0257225108657227,-0.825835343221856,-0.0130890304987416,0.413291188715315,-0.131387346404896,1
-0.09781317683225041,-0.305607443696472,1.53254100125633,-0.9755595136991,0.132313299652381,-1.63579390705379,-1.03601563726533,-0.218224074433168,-0.983183292071994,-0.0890835247132845,-2.14798104226405,1.5911519936526,0.59425319215316,-0.113091009846748,1.21360079694164,-0.29038264492913,-0.145205393953707,0.0050283852655765,-0.0794109800403652,0.642468171186029,0.351348805130515,-0.246278922040372,-0.208586375364958,-0.209433123983405,-0.0891585162063949,-0.502083670053314,0.489117070748859,-0.174694652652553,0.029128290775443,0.0040453778843227,0
-0.30741284147278697,0.524900433510732,1.1839312092814,3.05725030538059,-6.16199733475256,5.54397248278589,1.6170413698223,-1.84800603824854,-1.00550810079405,0.339936724068817,-2.95980628236377,-3.8517216648754,4.51335526006987,-4.85831164395338,-1.76573419312819,-10.0062434296255,-0.439394416852874,0.574874856691221,0.188469552514539,1.64922352053836,-1.79673863123125,0.252571163759772,0.109184860912105,-0.931071823432774,-0.0641750404544211,-0.0070125201234796,0.345419478643384,0.0645577481719254,0.476629438597504,0.323740180557018,1
1.4326835743729478,-0.10703838155993374,-2.86636370525907,2.34694943137396,-4.05330668845935,3.98335888025187,-3.46318571327039,-1.28095301603103,-4.47476383461874,1.21665528478137,-2.30982869782019,-5.51550707258062,3.04839203447565,-7.12825076846601,0.0059558009251745,-7.49518733635876,-0.25108802193356,-7.5680148993231,-12.2236328477344,-4.89517519350497,2.52496746940249,0.270013154062001,1.04973156228305,0.475840283409025,0.404480059350581,0.282029789710327,-0.506901095688855,-0.371741093052833,0.615256964379468,0.803162841917988,1
-0.26563264165444,-0.3468438304021429,-1.08850128995601,0.787364805912319,1.14235064173922,-0.588425201871826,0.748260496417885,-0.0404052571766734,0.340028330900264,0.323657077921705,-0.255796079245703,-0.340945387328795,1.64348882082774,0.24603963982613,-1.16283254106282,-0.0408345613537513,0.355114725500054,0.269128043594513,0.0777729198402761,-0.505498630800339,-1.21714168245973,-0.217113570390404,-0.111543264530231,-0.33386356387195,0.0226687001084027,-0.364297729543749,-0.731263747831596,-0.0880706153063001,0.130387637689485,0.20049461558749,0
0.162090407322015,0.4329350673762615,-0.829306471970433,-0.434058495299131,1.10466693322987,-0.660695261559836,0.988390882880383,-0.801710994384248,0.471162727090772,-0.204918451505954,-1.44645429956482,0.482009506217892,0.342942449700117,0.178445036477145,-0.179629383517422,0.0490458573476284,-1.47541617878767,-1.53789334703349,-0.719413553753723,1.86258323531895,-1.72433263659331,-0.350494781065682,0.11136908736999,0.790303173790308,-0.255814051720234,-0.0084284243674735,0.297510577185959,-0.471977438506065,-0.0407013792207868,-0.0732782279784494,0
-0.17760078250541467,0.778404351554882,-2.42353450165791,1.65909255408015,-3.07142054904521,2.58803264715889,1.13579116985916,-1.89238797008871,-2.58841817664644,-2.22659241059214,-1.67017275749754,-3.50892466189359,1.43932206570096,-1.95992749618623,0.767484552459954,-4.97811801438515,1.05856598037874,-0.99747745136418,-0.817261404200648,0.307797600356998,0.0284845308917937,0.35389820280921,-0.934126824870286,0.922037918088262,-0.180255030944776,-0.281719118183751,0.299285024105003,-0.263801330349534,0.150155943031014,0.292112166465648,1
0.5142178439181164,0.43649478964743477,1.84354723332177,-0.215740833877129,-0.71636668262349,1.20928040110953,-0.0699989968640471,-0.0988794392136814,-0.112961676318535,0.0563555805303908,0.509724771224945,0.294263598317485,0.421102434120157,0.868942065514738,-0.464434976874189,0.418301696103596,-0.607964186560543,0.323075537706815,-0.766302817867806,-0.0751693106220508,0.220486065850049,-0.175862327638902,-0.399759966685246,-1.20097671389143,0.378231150967804,-0.580710174046846,-0.429709483990137,-1.15413649452355,0.0225998236743457,-0.0360188950960884,0
-0.21099699573814015,-0.1966305995136221,-0.620255733684031,-0.181366843512714,2.70873255753738,-0.951475324769885,-1.34444255139551,1.07210186944692,-1.2723606370275,-0.25722295061735,-0.170898486296117,0.0080841949204892,0.829090314565473,0.790149687511346,0.339558909005526,-1.32198272580268,-2.17943512574341,0.255129119372325,1.03217340733107,-1.25195699395482,0.996411465277678,-0.0821671614339001,1.11619231884725,1.12675753046754,-0.0611113380153781,0.293038977452781,-0.400698750281434,-0.134341860556884,0.275637422401699,0.1504634001917,0
