scaled_amount,scaled_time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28
-0.2934395304967512,-0.0282310647446516,-1.46489654758402,1.97552752738073,-1.07714453940265,2.81919063998449,0.069850228405671,-0.789043629709432,-1.19610144945515,0.673654375004339,-1.36372387646135,-2.9328952580311,0.301368829965399,-3.24614143685335,-0.465640147552938,-5.42936187944371,-1.30498291640657,-0.953623442669269,-2.72734300093373,-0.63643691865914,-0.927124072666602,0.048968800272123,0.174099465690177,-0.272505290211891,-0.0315494503920774,-0.406165929676999,0.157768979757404,-0.104392920359594,0.0737955599806211,-0.0415702518454821
-0.2934395304967512,0.3810782551486742,1.92469630976067,-0.21134364766942,-0.33241376709675,1.1073240268885,-0.306545151441699,0.236610850500502,-0.686000838889687,0.230291190406929,0.707473936189135,0.395356081881434,0.739864425758101,0.65462370172713,-0.458689335784215,0.29017562900456,0.219547463255643,0.640285230243145,-0.96988536115704,0.83920819804598,-0.537640071434708,-0.258703489491151,0.269167404179598,0.852386786987137,0.182081521430457,0.673731432627404,-0.133955790990764,-0.609616641924199,0.0491216373794846,-0.0351529887262568
-0.2248305736044155,-0.2919677157861347,-3.21538175967748,-0.364223121381638,-1.26188334354906,3.79494903930385,0.71120593031272,-1.31647560298004,-5.16514055601052,0.625278383544947,-1.582300584728,-3.25263359468289,5.04075120270381,-5.31444220386187,-0.656470662006063,-6.23304367078495,0.974771279276835,-6.8903177453801,-9.51641148491956,-4.36412771489086,2.59857755637223,0.0196261688931224,0.40134124079647,0.152191258747201,-0.93467547449829,-0.256148382367333,-0.469403308828214,-0.282495914081921,0.86607691066145,-0.433465943783225
1.8286872074338016,-0.1135821614445658,-0.865771037136517,0.597277471302261,1.36259573340493,0.685139308755378,0.0843964022511166,0.194300521915978,1.34803640515808,0.077180815628141,-0.961886397852329,-0.520538471097871,1.28417842643807,0.743501313547046,-0.366200192491068,0.421619443305061,-0.655286294995879,-0.632529254033457,0.0204224865706732,-0.206574129330397,-0.093182632491413,0.221178019267469,0.229313097175625,0.495719034861661,0.0309406206575341,0.231468546549645,0.379184902440514,-0.287963950659696,0.047727335855637,0.0966585503317964
-0.2934395304967512,-0.2382546787438762,-1.34804164426498,2.52282067569291,-0.782432259389823,4.08304665188122,-0.662280329645865,-0.598775712530929,-1.94355185121781,-0.329578950885032,-1.85327422572214,-3.16213595485783,1.53319383793753,-4.63512694781183,-1.11357273401976,-6.4358707376348,-0.293191947937035,-2.84993079536978,-3.65425828769231,-1.18303413658687,0.831623853010765,0.348896285038196,1.07987140816824,-0.352026410347836,-0.218357652796912,0.125865683985355,-0.0741801756408069,0.17911552652805,0.612579819202836,0.234206089600607
0.0419199329281073,0.4864601322853887,2.23693315659873,-1.45466636338454,-1.0420894613344,-1.66818234893093,-1.11660491248092,-0.304271112480418,-1.192149522727,-0.0076281763533287,-1.39784660953829,1.75256453135405,0.62748265432871,-0.504351479593838,-0.430359892720127,-0.0460130782564601,-0.75063557469304,-0.438592303710472,0.361024883486859,0.371719224126125,0.0883955724826541,-0.441220992322694,-0.11786515134622,0.0635895091994367,0.26336127589587,0.666462828407151,-0.227162415012615,-0.209576231392242,-0.0034697878159144,-0.0546156131058196
-0.2698246349472507,-0.1313807728004323,-0.619506126733885,1.24509377770789,-0.303967878913251,1.53638911468061,2.13751706761116,-1.12182312560398,0.931728422377056,-0.19266167805048,-1.2191934123553,-1.33536373647177,2.7177828312098,-0.150203127965955,-0.30291736452528,-3.34389636384555,0.981627696343147,0.354611508648066,3.01310391476564,1.67866355103353,0.226368512956334,0.348342515402717,-0.01937624683235,0.0540247078878811,-0.237867506474677,-0.301638807082276,-0.0700101533020491,-0.239147731860903,0.0153564087613691,-0.0005885919841699
-0.1676797317124292,0.8368049436671013,-2.59626411072294,1.73859853064023,0.843720532528724,-2.59980887513745,-0.543931489452498,1.2596292319452,-1.98664018634645,-6.54504692481848,-0.0951362960616887,0.820183536209622,-1.04711989340377,0.576089561499772,1.17877625005336,-0.737924225203555,-0.212655793224998,-1.06746484888888,-0.0357386065894978,0.817095400265254,-1.12375847670346,-1.71678774343137,5.55733623109626,-3.14404243475074,0.927264286298677,0.500876746664625,-0.533077201503081,0.817565716370204,-0.237421190697976,-0.0222191103751806
-0.3040592468385384,-0.232826983399711,-2.08632872373777,2.03895230816179,-0.116807010867606,0.317097683997354,0.285217132720607,1.58440224513495,-0.465113649757842,1.5042962614151,-0.313353970504944,0.678398924460874,1.51307058548996,0.791775238313274,-0.691267132748319,1.10323087219088,1.49089945820259,-1.12175543408722,0.98358129234641,-1.13790962986677,-0.827656345413468,0.108164139095796,0.281441412084077,0.889527509047495,0.0809399684739961,-1.36631628553535,-0.340147939494046,-0.191174409942514,0.263134114592453,0.259814416997277
-0.2934395304967512,-0.7490806987864049,-16.3679230107968,9.22369194937548,-23.2706305232856,11.8447765860728,-9.46203714585895,-2.45044437416398,-16.9251520440555,1.38420847895884,-6.28773594816964,-13.0027093010697,9.69146098207319,-13.8865951585248,0.838361375836116,-13.5170724083842,-0.377910607106286,-7.85568149439455,-11.8038151924676,-4.76102594206856,0.618624412799665,0.993584598744375,-2.34367359429797,1.00460241382139,1.18821215709493,-1.04718376839983,-0.0355727659827232,0.664899774367373,2.12279575423083,-1.41674061492574
-0.1354013833577866,-0.0988380972520823,-1.69601456957954,1.55204148601861,0.916939467287767,0.149095254123177,-0.213018798399821,-0.0716476399828029,0.186450391619851,0.535456280761147,0.463275592714498,-0.0945965585940862,1.32979391897759,0.0229137157064392,-1.79425009280605,-1.27325382733157,-0.690505477119997,-0.149404085594143,1.38859259207502,0.329221927321413,-0.0210651109371969,0.193480323830124,-0.114685768175125,0.0062316130280312,-0.204085770311837,0.109916686280065,0.121271257112488,0.369286361691189,-0.0304894956858249,0.0320962149306754
-0.2797456857402361,-0.4934151012112454,-0.811524130168569,0.838004627943561,2.05778620678035,-0.536604020919779,0.148519856888853,-0.264114554590982,0.611792552425339,0.240527612625761,-0.7209001201016,-0.646140046022822,1.44649144895841,0.133612360554527,-1.33805111682677,0.613397603089081,0.219455022905305,0.30682120451799,-0.404616258500099,-0.282819012929966,-0.609044676937042,-0.176382481147436,-0.128047408756962,-0.544656948976222,-0.125435594706361,0.172785435198983,0.0292171511176542,0.0357881384060085,-0.004589430164869,0.0475842923503772
-0.1676797317124292,-0.7611931531150506,-0.263761541379861,0.0491953189161332,1.84169767291877,-0.808955070401795,-0.688651056285249,-0.439268124163861,-0.200023663890853,0.0589694720426482,0.510997822067603,-0.317200069909933,0.380118206199839,-3.97588554387006,-0.370463478791418,1.2916062446028,-1.00378192304683,0.141486870557442,1.93889072709338,-1.64323914170739,0.432412138731783,-0.0880648276056659,-0.0609305651175509,0.0531154296163446,-0.0636933963508144,0.307449221154931,-0.107063789286529,-0.307987018486314,0.0413588259320085,0.0434486232165216
-0.2698246349472507,-0.1605282016940988,-0.359454529180167,1.02351037502023,1.16149474108469,-0.125664189875608,0.185788027211061,-0.485225739701965,0.553018165789556,0.135476176868136,-0.524546946703654,-0.321042444778676,1.06816057648416,0.122670895603466,-0.617085761545305,-0.111810843487108,0.295407469090434,0.709308477579686,-0.32298961710154,0.552171057608581,0.3290253436509,0.0887890406094077,-0.242548198897608,-0.696060974133489,-0.0614983051122261,-0.0729228829068462,-0.170452117769481,0.0774970728124113,0.236988619296764,0.0831479254067236
0.4685251170264795,-0.4779191484862369,1.43698803742384,-1.66573708861759,-0.747846910004265,-2.10928435547665,0.587343404184911,3.89852463238871,-1.83275844148577,0.94547592403591,-1.1328614359205,1.22494706547238,-0.919679626272378,-0.666203825928699,0.236388429758527,-0.881388444985781,-1.14198755622346,-0.801825104816435,0.649824326371116,0.126120947461473,0.645157954603869,-0.153325773802643,-0.3180506460483,-0.452704296241348,-0.106762411165266,1.02240498633825,0.672210721696669,-0.0792321283132991,0.0592613233962241,0.0211417129018958
-0.2934395304967512,-0.3194821367732233,1.26094043545359,-0.232888377342485,0.464343032329052,-0.285892259228912,-0.622840259109749,-0.351528708632109,-0.336600385687171,0.0459181901927973,0.525965061041159,-0.21600258591613,0.834033977908349,0.971407979564266,-0.233323472867547,0.0414589052144169,-0.673657955494741,0.1303841375796,-0.227268799306286,-0.316213126779394,0.995660532685604,-0.0699203554968582,-0.311421079291548,-0.765447634585362,0.0732020989131141,0.0818177352686227,0.144835456667112,1.12904239635913,-0.0916013683261501,-0.0127917222381938
